seqnames	start	end	width	strand	peak	feature	feature.ranges.start	feature.ranges.end	feature.ranges.width	feature.strand	distance	insideFeature	distanceToSite	symbol
chr8	70747289	70747300	12	*	X05590	81796	70584568	70747299	162732	-	0	overlapStart	0	SLCO5A1
chr8	70983779	70983787	9	*	X05595	63978	70963886	70983562	19677	-	216	upstream	216	PRDM14
chr8	70983816	70983829	14	*	X05596	63978	70963886	70983562	19677	-	253	upstream	253	PRDM14
chr8	71317498	71317506	9	*	X05597	10499	71024267	71316020	291754	-	1477	upstream	1477	NCOA2
chr8	71580927	71580935	9	*	X05598	389668	71581600	71648177	66578	+	664	upstream	664	XKR9
chr8	71581302	71581311	10	*	X05599	389668	71581600	71648177	66578	+	288	upstream	288	XKR9
chr8	71581302	71581311	10	*	X05599	51110	71549501	71581447	31947	-	0	inside	135	LACTB2
chr8	72274607	72274617	11	*	X05600	2138	72109668	72274467	164800	-	139	upstream	139	EYA1
chr8	72753459	72753480	22	*	X05605	100132891	72755358	72968547	213190	+	1877	upstream	1877	MSC-AS1
chr8	72754523	72754533	11	*	X05606	100132891	72755358	72968547	213190	+	824	upstream	824	MSC-AS1
chr8	72755268	72755317	50	*	X05607	100132891	72755358	72968547	213190	+	40	upstream	40	MSC-AS1
chr8	72987684	72987692	9	*	X05609	8989	72933486	72987819	54334	-	0	inside	126	TRPA1
chr8	72988096	72988142	47	*	X05610	8989	72933486	72987819	54334	-	276	upstream	276	TRPA1
chr8	73164249	73164300	52	*	X05611	392232	73117534	73163869	46336	-	379	upstream	379	LOC392232
chr8	73449468	73449477	10	*	X05612	9312	73449626	73850584	400959	+	148	upstream	148	KCNB2
chr8	74888375	74888385	11	*	X05615	54968	74888377	74895018	6642	+	0	overlapStart	0	TMEM70
chr8	75234153	75234162	10	*	X05617	56704	75146939	75233562	86624	-	590	upstream	590	JPH1
chr8	75234372	75234380	9	*	X05618	56704	75146939	75233562	86624	-	809	upstream	809	JPH1
chr8	77593190	77593200	11	*	X05622	79776	77593515	77779521	186007	+	314	upstream	314	ZFHX4
chr8	79428055	79428091	37	*	X05626	5569	79428336	79517502	89167	+	244	upstream	244	PKIA
chr8	79428094	79428103	10	*	X05627	5569	79428336	79517502	89167	+	232	upstream	232	PKIA
chr8	79717676	79717684	9	*	X05628	3574	79645007	79717758	72752	-	0	inside	73	IL7
chr8	81397779	81397787	9	*	X05633	65986	81397854	81438500	40647	+	66	upstream	66	ZBTB10
chr8	82754820	82754828	9	*	X05638	64089	82711818	82754521	42704	-	298	upstream	298	SNX16
chr8	85094746	85094755	10	*	X05639	138046	85095453	85834078	738626	+	697	upstream	697	RALYL
chr8	85095451	85095470	20	*	X05640	138046	85095453	85834078	738626	+	0	overlapStart	0	RALYL
chr8	86089260	86089268	9	*	X05643	1875	86089619	86126753	37135	+	350	upstream	350	E2F5
chr8	89339978	89340021	44	*	X05646	4325	89049460	89339717	290258	-	260	upstream	260	MMP16
chr8	89340036	89340057	22	*	X05647	4325	89049460	89339717	290258	-	318	upstream	318	MMP16
chr8	89340072	89340088	17	*	X05648	4325	89049460	89339717	290258	-	354	upstream	354	MMP16
chr8	89340696	89340707	12	*	X05649	4325	89049460	89339717	290258	-	978	upstream	978	MMP16
chr8	90996889	90996897	9	*	X05651	4683	90945564	90996899	51336	-	0	inside	1	NBN
chr8	92082423	92082434	12	*	X05654	51633	92082424	92099323	16900	+	0	overlapStart	0	OTUD6B
chr8	92082587	92082595	9	*	X05655	51633	92082424	92099323	16900	+	0	inside	162	OTUD6B
chr8	94753297	94753308	12	*	X05657	389677	94743731	94753224	9494	-	72	upstream	72	RBM12B
chr8	94930145	94930154	10	*	X05658	100616169	94928250	94928347	98	-	1797	upstream	1797	MIR378D2
chr8	95487353	95487364	12	*	X05660	25788	95384188	95487343	103156	-	9	upstream	9	RAD54B
chr8	96145998	96146008	11	*	X05661	79666	96145949	96168913	22965	+	0	inside	48	PLEKHF2
chr8	97274565	97274576	12	*	X05664	51001	97251645	97273796	22152	-	768	upstream	768	MTERF3
chr8	98290510	98290518	9	*	X05666	85453	98285714	98290176	4463	-	333	upstream	333	TSPYL5
chr8	99439441	99439449	9	*	X05670	3788	99439250	99443023	3774	+	0	inside	190	KCNS2
chr8	99439458	99439467	10	*	X05671	3788	99439250	99443023	3774	+	0	inside	207	KCNS2
chr8	101118463	101118472	10	*	X05676	26166	100973276	101118344	145069	-	118	upstream	118	RGS22
chr8	101734763	101734771	9	*	X05677	26986	101715144	101734315	19172	-	447	upstream	447	PABPC1
chr8	103252102	103252119	18	*	X05681	50484	103216729	103251346	34618	-	755	upstream	755	RRM2B
chr8	104426685	104426693	9	*	X05684	25879	104426942	104455680	28739	+	248	upstream	248	DCAF13
chr8	104512677	104512685	9	*	X05689	9699	104512976	105266656	753681	+	290	upstream	290	RIMS2
chr8	109455581	109455593	13	*	X05695	9694	109455853	109499136	43284	+	259	upstream	259	EMC2
chr8	109455746	109455760	15	*	X05696	9694	109455853	109499136	43284	+	92	upstream	92	EMC2
chr8	110345746	110345754	9	*	X05697	56943	110346552	110358189	11638	+	797	upstream	797	ENY2
chr8	110346440	110346449	10	*	X05698	56943	110346552	110358189	11638	+	102	upstream	102	ENY2
chr8	110346440	110346449	10	*	X05698	84955	110253148	110346350	93203	-	89	upstream	89	NUDCD1
chr8	110347466	110347474	9	*	X05699	84955	110253148	110346350	93203	-	1115	upstream	1115	NUDCD1
chr8	110374599	110374617	19	*	X05700	93035	110374706	110543500	168795	+	88	upstream	88	PKHD1L1
chr8	110374620	110374628	9	*	X05701	93035	110374706	110543500	168795	+	77	upstream	77	PKHD1L1
chr8	110552084	110552096	13	*	X05702	9166	110551929	110577391	25463	+	0	inside	154	EBAG9
chr8	114450734	114450763	30	*	X05707	114788	113235159	114449242	1214084	-	1491	upstream	1491	CSMD3
chr8	114450766	114450774	9	*	X05708	114788	113235159	114449242	1214084	-	1523	upstream	1523	CSMD3
chr8	114450806	114450814	9	*	X05709	114788	113235159	114449242	1214084	-	1563	upstream	1563	CSMD3
chr8	114450884	114450895	12	*	X05710	114788	113235159	114449242	1214084	-	1641	upstream	1641	CSMD3
chr8	116681735	116681752	18	*	X05713	7227	116420724	116681228	260505	-	506	upstream	506	TRPS1
chr8	117884780	117884805	26	*	X05714	644660	117886663	117889107	2445	+	1857	upstream	1857	RAD21-AS1
chr8	117887282	117887291	10	*	X05715	100500914	117886967	117887039	73	-	242	upstream	242	MIR3610
chr8	117887282	117887291	10	*	X05715	5885	117858173	117887105	28933	-	176	upstream	176	RAD21
chr8	117949791	117949791	1	*	X05716	441376	117950464	117956239	5776	+	672	upstream	672	AARD
chr8	118532477	118532485	9	*	X05717	90390	118532965	118552501	19537	+	479	upstream	479	MED30
chr8	120220491	120220499	9	*	X05718	114569	120220610	120257914	37305	+	110	upstream	110	MAL2
chr8	121824676	121824684	9	*	X05724	6641	121547985	121824309	276325	-	366	upstream	366	SNTB1
chr8	122654140	122654166	27	*	X05726	3037	122625271	122653630	28360	-	509	upstream	509	HAS2
chr8	122654170	122654188	19	*	X05727	3037	122625271	122653630	28360	-	539	upstream	539	HAS2
chr8	124286717	124286726	10	*	X05730	100533106	124238429	124286727	48299	-	0	inside	0	ZHX1-C8orf76
chr8	125385059	125385071	13	*	X05732	157378	125323159	125384940	61782	-	118	upstream	118	TMEM65
chr8	125740744	125740754	11	*	X05737	9788	125563028	125740730	177703	-	13	upstream	13	MTSS1
chr8	126103880	126103889	10	*	X05739	286053	126104083	126379367	275285	+	193	upstream	193	NSMCE2
chr8	126103880	126103889	10	*	X05739	9897	126036503	126104061	67559	-	0	inside	171	WASHC5
chr8	126442090	126442098	9	*	X05740	10221	126442563	126450644	8082	+	464	upstream	464	TRIB1
chr8	126442281	126442282	2	*	X05741	10221	126442563	126450644	8082	+	280	upstream	280	TRIB1
chr8	126442508	126442516	9	*	X05742	10221	126442563	126450644	8082	+	46	upstream	46	TRIB1
chr8	128806177	128806185	9	*	X05745	5820	128806803	129113499	306697	+	617	upstream	617	PVT1
chr8	134309797	134309805	9	*	X05756	10397	134249414	134309547	60134	-	249	upstream	249	NDRG1
chr8	134309856	134309866	11	*	X05757	10397	134249414	134309547	60134	-	308	upstream	308	NDRG1
chr8	134583922	134583931	10	*	X05760	6482	134467091	134584183	117093	-	0	inside	251	ST3GAL1
chr8	140716316	140716328	13	*	X05767	51305	140613082	140715299	102218	-	1016	upstream	1016	KCNK9
chr8	140716345	140716362	18	*	X05768	51305	140613082	140715299	102218	-	1045	upstream	1045	KCNK9
chr8	140716365	140716394	30	*	X05769	51305	140613082	140715299	102218	-	1065	upstream	1065	KCNK9
chr8	142138428	142138437	10	*	X05774	22898	142138720	142205906	67187	+	282	upstream	282	DENND3
chr8	143484565	143484573	9	*	X05776	203062	143293441	143484543	191103	-	21	upstream	21	TSNARE1
chr8	143484700	143484709	10	*	X05777	203062	143293441	143484543	191103	-	156	upstream	156	TSNARE1
chr8	143750583	143750629	47	*	X05790	8000	143751726	143764145	12420	+	1096	upstream	1096	PSCA
chr8	143808860	143808869	10	*	X05791	100288181	143783670	143808391	24722	-	468	upstream	468	LNCOC1
chr8	143808860	143808869	10	*	X05791	51337	143808621	143818350	9730	+	0	inside	238	THEM6
chr8	143809073	143809082	10	*	X05792	100288181	143783670	143808391	24722	-	681	upstream	681	LNCOC1
chr8	143809197	143809206	10	*	X05793	100288181	143783670	143808391	24722	-	805	upstream	805	LNCOC1
chr8	144099678	144099686	9	*	X05795	100133669	144063448	144099807	36360	-	0	inside	120	LY6E-DT
chr8	144099678	144099686	9	*	X05795	4061	144099902	144103827	3926	+	215	upstream	215	LY6E
chr8	144328270	144328279	10	*	X05796	286128	144328991	144359101	30111	+	711	upstream	711	ZFP41
chr8	144372177	144372189	13	*	X05797	79943	144373559	144382120	8562	+	1369	upstream	1369	ZNF696
chr8	144513536	144513547	12	*	X05799	389692	144510230	144512602	2373	-	933	upstream	933	MAFA
chr8	144623774	144623774	1	*	X05800	23144	144519825	144623620	103796	-	153	upstream	153	ZC3H3
chr8	144635591	144635599	9	*	X05801	79792	144635557	144645231	9675	+	0	inside	33	GSDMD
chr8	144678245	144678253	9	*	X05812	84948	144680074	144682485	2412	+	1820	upstream	1820	TIGD5
chr8	144679808	144679816	9	*	X05813	1936	144661867	144679845	17979	-	0	inside	28	EEF1D
chr8	144679808	144679816	9	*	X05813	84948	144680074	144682485	2412	+	257	upstream	257	TIGD5
chr8	144692057	144692065	9	*	X05814	65263	144686083	144691784	5702	-	272	upstream	272	PYCR3
chr8	144815705	144815713	9	*	X05817	100128338	144816310	144828507	12198	+	596	upstream	596	NA
chr8	144815705	144815713	9	*	X05817	100616318	144815253	144815323	71	-	381	upstream	381	MIR4664
chr8	144815705	144815713	9	*	X05817	286077	144806103	144815914	9812	-	0	inside	200	FAM83H
chr8	145150068	145150076	9	*	X05825	1537	145149942	145152428	2487	+	0	inside	125	CYC1
chr8	145515108	145515116	9	*	X05827	23246	145486056	145515120	29065	-	0	inside	3	BOP1
chr8	145515108	145515116	9	*	X05827	3297	145515270	145538385	23116	+	153	upstream	153	HSF1
chr8	145515325	145515335	11	*	X05828	23246	145486056	145515120	29065	-	204	upstream	204	BOP1
chr8	145515325	145515335	11	*	X05828	3297	145515270	145538385	23116	+	0	inside	54	HSF1
chr8	145551000	145551008	9	*	X05829	8694	145538247	145550567	12321	-	432	upstream	432	DGAT1
chr8	145581432	145581443	12	*	X05830	79581	145582217	145584948	2732	+	773	upstream	773	SLC52A2
chr8	145670329	145670337	9	*	X05831	4796	145654163	145669812	15650	-	516	upstream	516	TONSL
chr8	145670726	145670726	1	*	X05832	4796	145654163	145669812	15650	-	913	upstream	913	TONSL
chr8	145734057	145734066	10	*	X05834	113655	145734552	145736589	2038	+	485	upstream	485	MFSD3
chr8	145743171	145743179	9	*	X05835	9401	145736667	145743210	6544	-	0	inside	30	RECQL4
chr8	145743171	145743179	9	*	X05835	9684	145743349	145750559	7211	+	169	upstream	169	LRRC14
chr8	145752434	145752442	9	*	X05836	441381	145747761	145752416	4656	-	17	upstream	17	LRRC24
chr8	145980935	145980945	11	*	X05838	90987	145946294	145980970	34677	-	0	inside	24	ZNF251
chr9	841631	841640	10	*	X05845	1761	841690	969090	127401	+	49	upstream	49	DMRT1
chr9	841722	841730	9	*	X05846	1761	841690	969090	127401	+	0	inside	31	DMRT1
chr9	977086	977094	9	*	X05849	58524	976968	991732	14765	+	0	inside	117	DMRT3
chr9	2844046	2844054	9	*	X05855	9933	2804155	2844130	39976	-	0	inside	75	PUM3
chr9	3525686	3525694	9	*	X05865	5991	3224647	3525983	301337	-	0	inside	288	RFX3
chr9	4300210	4300247	38	*	X05868	169792	3824128	4300035	475908	-	174	upstream	174	GLIS3
chr9	4490355	4490364	10	*	X05869	6505	4490427	4587469	97043	+	62	upstream	62	SLC1A1
chr9	4490637	4490647	11	*	X05870	6505	4490427	4587469	97043	+	0	inside	209	SLC1A1
chr9	4678571	4678581	11	*	X05871	55664	4679566	4706594	27029	+	984	upstream	984	CDC37L1
chr9	4792139	4792157	19	*	X05872	10171	4792834	4861064	68231	+	676	upstream	676	RCL1
chr9	4984805	4984814	10	*	X05873	3717	4985086	5128183	143098	+	271	upstream	271	JAK2
chr9	4985021	4985031	11	*	X05874	3717	4985086	5128183	143098	+	54	upstream	54	JAK2
chr9	5628962	5628971	10	*	X05876	57589	5629119	5776556	147438	+	147	upstream	147	RIC1
chr9	5630756	5630765	10	*	X05877	55848	5357967	5630071	272105	-	684	upstream	684	PLGRKT
chr9	6008052	6008061	10	*	X05878	158358	5919008	6008003	88996	-	48	upstream	48	KIAA2026
chr9	6413312	6413320	9	*	X05879	115426	6413151	6507051	93901	+	0	inside	160	UHRF2
chr9	6646679	6646692	14	*	X05881	2731	6532464	6645692	113229	-	986	upstream	986	GLDC
chr9	6646731	6646741	11	*	X05882	2731	6532464	6645692	113229	-	1038	upstream	1038	GLDC
chr9	14910699	14910703	5	*	X05902	158326	14734664	14910993	176330	-	0	inside	289	FREM1
chr9	15422348	15422359	12	*	X05903	6619	15422782	15465831	43050	+	422	upstream	422	SNAPC3
chr9	15511250	15511259	10	*	X05904	11168	15464065	15511003	46939	-	246	upstream	246	PSIP1
chr9	15552270	15552314	45	*	X05905	203238	15552872	15971897	419026	+	557	upstream	557	CCDC171
chr9	16871351	16871361	11	*	X05908	54796	16409501	16870786	461286	-	564	upstream	564	BNC2
chr9	16871946	16871956	11	*	X05909	54796	16409501	16870786	461286	-	1159	upstream	1159	BNC2
chr9	17134871	17134879	9	*	X05910	54875	17135038	17503917	368880	+	158	upstream	158	CNTLN
chr9	17578568	17578577	10	*	X05911	6456	17578953	17797122	218170	+	375	upstream	375	SH3GL2
chr9	18474354	18474364	11	*	X05913	92949	18474079	18910947	436869	+	0	inside	274	ADAMTSL1
chr9	18474375	18474390	16	*	X05914	92949	18474079	18910947	436869	+	0	inside	295	ADAMTSL1
chr9	19788901	19788910	10	*	X05918	25769	19507450	19787017	279568	-	1883	upstream	1883	SLC24A2
chr9	21801811	21801827	17	*	X05931	4507	21802635	22029593	226959	+	807	upstream	807	MTAP
chr9	21993800	21993845	46	*	X05933	100048912	21994790	22121093	126304	+	944	upstream	944	CDKN2B-AS1
chr9	21994286	21994295	10	*	X05934	100048912	21994790	22121093	126304	+	494	upstream	494	CDKN2B-AS1
chr9	21994286	21994295	10	*	X05934	1029	21967751	21994490	26740	-	0	inside	194	CDKN2A
chr9	26947291	26947299	9	*	X05939	80173	26947037	27062931	115895	+	0	inside	253	IFT74
chr9	26947291	26947299	9	*	X05939	9373	26903368	26947468	44101	-	0	inside	168	PLAA
chr9	29213588	29213600	13	*	X05941	158038	27948084	29212998	1264915	-	589	upstream	589	LINGO2
chr9	29213603	29213611	9	*	X05942	158038	27948084	29212998	1264915	-	604	upstream	604	LINGO2
chr9	29213614	29213624	11	*	X05943	158038	27948084	29212998	1264915	-	615	upstream	615	LINGO2
chr9	29213629	29213639	11	*	X05944	158038	27948084	29212998	1264915	-	630	upstream	630	LINGO2
chr9	33168008	33168016	9	*	X05948	2683	33110639	33167356	56718	-	651	upstream	651	B4GALT1
chr9	33448170	33448178	9	*	X05949	360	33441152	33447631	6480	-	538	upstream	538	AQP3
chr9	33817065	33817079	15	*	X05950	54926	33817182	33920401	103220	+	102	upstream	102	UBE2R2
chr9	34590155	34590185	31	*	X05960	1271	34551430	34590138	38709	-	16	upstream	16	CNTFR
chr9	35104525	35104535	11	*	X05967	30968	35099889	35103154	3266	-	1370	upstream	1370	STOML2
chr9	35104549	35104557	9	*	X05968	30968	35099889	35103154	3266	-	1394	upstream	1394	STOML2
chr9	35104578	35104590	13	*	X05969	30968	35099889	35103154	3266	-	1423	upstream	1423	STOML2
chr9	35604223	35604232	10	*	X05972	7016	35605281	35610038	4758	+	1048	upstream	1048	TESK1
chr9	35658293	35658308	16	*	X05973	203260	35658287	35661500	3214	+	0	inside	5	CCDC107
chr9	35658293	35658308	16	*	X05973	6023	35657748	35658015	268	-	277	upstream	277	RMRP
chr9	36400990	36400998	9	*	X05977	152006	36336399	36401195	64797	-	0	inside	196	RNF38
chr9	37036212	37036221	10	*	X05982	5079	36838531	37034476	195946	-	1735	upstream	1735	PAX5
chr9	37422522	37422532	11	*	X05984	9380	37422681	37436986	14306	+	148	upstream	148	GRHPR
chr9	37465987	37466007	21	*	X05985	9925	37438100	37465407	27308	-	579	upstream	579	ZBTB5
chr9	37485472	37485480	9	*	X05986	64425	37485945	37503693	17749	+	464	upstream	464	POLR1E
chr9	37784977	37784985	9	*	X05988	51010	37779711	37785089	5379	-	0	inside	103	EXOSC3
chr9	37785568	37785578	11	*	X05989	51010	37779711	37785089	5379	-	478	upstream	478	EXOSC3
chr9	37904938	37904946	9	*	X05990	92014	37877572	37904350	26779	-	587	upstream	587	SLC25A51
chr9	38620702	38620710	9	*	X05992	158228	38620731	38623277	2547	+	20	upstream	20	FAM201A
chr9	38620702	38620710	9	*	X05992	253650	38543236	38620360	77125	-	341	upstream	341	ANKRD18A
chr9	38622287	38622296	10	*	X05993	253650	38543236	38620360	77125	-	1926	upstream	1926	ANKRD18A
chr9	71320380	71320388	9	*	X05995	8395	71320330	71624092	303763	+	0	inside	49	PIP5K1B
chr9	71320398	71320408	11	*	X05996	8395	71320330	71624092	303763	+	0	inside	67	PIP5K1B
chr9	71736166	71736175	10	*	X06002	9414	71736180	71870124	133945	+	4	upstream	4	TJP2
chr9	72374931	72374948	18	*	X06006	375743	72324438	72374876	50439	-	54	upstream	54	PTAR1
chr9	74384057	74384065	9	*	X06012	23670	74298282	74383800	85519	-	256	upstream	256	CEMIP2
chr9	77567811	77567825	15	*	X06016	55071	77561499	77567802	6304	-	8	upstream	8	C9orf40
chr9	79520804	79520823	20	*	X06020	158471	79226292	79521003	294712	-	0	inside	179	PRUNE2
chr9	79792427	79792436	10	*	X06022	23230	79792361	80032399	240039	+	0	inside	65	VPS13A
chr9	79793729	79793737	9	*	X06023	100286938	79791672	79792833	1162	-	895	upstream	895	VPS13A-AS1
chr9	79793772	79793781	10	*	X06024	100286938	79791672	79792833	1162	-	938	upstream	938	VPS13A-AS1
chr9	80646201	80646213	13	*	X06028	2776	80335191	80646219	311029	-	0	inside	5	GNAQ
chr9	80646836	80646846	11	*	X06029	2776	80335191	80646219	311029	-	616	upstream	616	GNAQ
chr9	80912232	80912241	10	*	X06030	29968	80912059	80945009	32951	+	0	inside	172	PSAT1
chr9	84303533	84303541	9	*	X06035	7088	84198598	84303596	104999	-	0	inside	54	TLE1
chr9	84305473	84305481	9	*	X06036	7088	84198598	84303596	104999	-	1876	upstream	1876	TLE1
chr9	85678300	85678308	9	*	X06038	158158	85594500	85678043	83544	-	256	upstream	256	RASEF
chr9	86153209	86153217	9	*	X06043	257019	85857905	86153348	295444	-	0	inside	130	FRMD3
chr9	86595607	86595615	9	*	X06044	3190	86582998	86595569	12572	-	37	upstream	37	HNRNPK
chr9	86595607	86595615	9	*	X06044	80010	86595637	86618987	23351	+	21	upstream	21	RMI1
chr9	87282667	87282675	9	*	X06047	4915	87283466	87638505	355040	+	790	upstream	790	NTRK2
chr9	88357072	88357081	10	*	X06056	23287	88161454	88356944	195491	-	127	upstream	127	AGTPBP1
chr9	88556069	88556078	10	*	X06057	60560	88556057	88637217	81161	+	0	inside	11	NAA35
chr9	88556255	88556263	9	*	X06058	60560	88556057	88637217	81161	+	0	inside	197	NAA35
chr9	89656941	89656949	9	*	X06063	440173	89623366	89657041	33676	-	0	inside	91	LOC440173
chr9	91361978	91361986	9	*	X06065	100423015	91360751	91360820	70	-	1157	upstream	1157	MIR4289
chr9	91362122	91362130	9	*	X06066	100423015	91360751	91360820	70	-	1301	upstream	1301	MIR4289
chr9	92218769	92218777	9	*	X06069	10912	92219927	92221469	1543	+	1149	upstream	1149	GADD45G
chr9	94124234	94124248	15	*	X06073	549	93976097	94124206	148110	-	27	upstream	27	AUH
chr9	94878459	94878469	11	*	X06075	10558	94793420	94877690	84271	-	768	upstream	768	SPTLC1
chr9	95055837	95055846	10	*	X06076	100124534	95054740	95054875	136	-	961	upstream	961	SNORA84
chr9	95055837	95055846	10	*	X06076	3376	94972490	95056038	83549	-	0	inside	191	IARS1
chr9	95709431	95709439	9	*	X06077	89846	95709601	95798518	88918	+	161	upstream	161	FGD3
chr9	95820744	95820752	9	*	X06078	203328	95820989	95847415	26427	+	236	upstream	236	SUSD3
chr9	95946708	95946717	10	*	X06080	65268	95947212	96082854	135643	+	494	upstream	494	WNK2
chr9	96212800	96212810	11	*	X06082	23196	96214173	96328397	114225	+	1362	upstream	1362	FAM120A
chr9	98079960	98079977	18	*	X06090	2176	97861336	98079991	218656	-	0	inside	13	FANCC
chr9	98224940	98224950	11	*	X06093	100507346	98225891	98232301	6411	+	940	upstream	940	LOC100507346
chr9	100174292	100174302	11	*	X06108	23424	100174302	100258405	84104	+	0	overlapStart	0	TDRD7
chr9	100459610	100459621	12	*	X06110	7507	100437191	100459691	22501	-	0	inside	69	XPA
chr9	100615763	100615771	9	*	X06111	2304	100615537	100618997	3461	+	0	inside	225	FOXE1
chr9	100684889	100684899	11	*	X06113	51531	100666772	100684852	18081	-	36	upstream	36	TRMO
chr9	100818774	100818783	10	*	X06115	54187	100818959	100845365	26407	+	175	upstream	175	NANS
chr9	100881266	100881275	10	*	X06119	9830	100831569	100881488	49920	-	0	inside	212	TRIM14
chr9	100881336	100881347	12	*	X06120	9830	100831569	100881488	49920	-	0	inside	140	TRIM14
chr9	100954769	100954777	9	*	X06121	7464	100883257	100954956	71700	-	0	inside	178	CORO2A
chr9	100955097	100955109	13	*	X06122	7464	100883257	100954956	71700	-	140	upstream	140	CORO2A
chr9	100955120	100955130	11	*	X06123	7464	100883257	100954956	71700	-	163	upstream	163	CORO2A
chr9	100955347	100955355	9	*	X06124	7464	100883257	100954956	71700	-	390	upstream	390	CORO2A
chr9	101017986	101017994	9	*	X06125	55357	100961280	101018003	56724	-	0	inside	8	TBC1D2
chr9	101471574	101471590	17	*	X06126	9568	101050364	101471479	421116	-	94	upstream	94	GABBR2
chr9	101558723	101558733	11	*	X06127	203286	101493611	101558794	65184	-	0	inside	60	ANKS6
chr9	102582842	102582852	11	*	X06129	8013	102584137	102629173	45037	+	1284	upstream	1284	NR4A3
chr9	102583343	102583353	11	*	X06130	8013	102584137	102629173	45037	+	783	upstream	783	NR4A3
chr9	102583386	102583397	12	*	X06131	8013	102584137	102629173	45037	+	739	upstream	739	NR4A3
chr9	102583973	102583996	24	*	X06132	8013	102584137	102629173	45037	+	140	upstream	140	NR4A3
chr9	102583999	102584007	9	*	X06133	8013	102584137	102629173	45037	+	129	upstream	129	NR4A3
chr9	102584016	102584024	9	*	X06134	8013	102584137	102629173	45037	+	112	upstream	112	NR4A3
chr9	102584274	102584282	9	*	X06135	8013	102584137	102629173	45037	+	0	inside	136	NR4A3
chr9	102584291	102584300	10	*	X06136	8013	102584137	102629173	45037	+	0	inside	153	NR4A3
chr9	102584307	102584316	10	*	X06137	8013	102584137	102629173	45037	+	0	inside	169	NR4A3
chr9	103235529	103235538	10	*	X06140	8577	103235520	103339918	104399	+	0	inside	8	TMEFF1
chr9	103791162	103791171	10	*	X06145	54886	103791031	104087417	296387	+	0	inside	130	PLPPR1
chr9	103791199	103791208	10	*	X06146	54886	103791031	104087417	296387	+	0	inside	167	PLPPR1
chr9	106856765	106856774	10	*	X06151	10592	106856541	106903700	47160	+	0	inside	223	SMC2
chr9	108320042	108320050	9	*	X06154	2218	108320411	108403399	82989	+	360	upstream	360	FKTN
chr9	108456813	108456822	10	*	X06155	55151	108456806	108538892	82087	+	0	inside	6	TMEM38B
chr9	111696251	111696260	10	*	X06157	54942	111696673	111703237	6565	+	412	upstream	412	ABITRAM
chr9	111696657	111696670	14	*	X06158	54942	111696673	111703237	6565	+	2	upstream	2	ABITRAM
chr9	111696657	111696670	14	*	X06158	8518	111629800	111696608	66809	-	48	upstream	48	ELP1
chr9	112542605	112542613	9	*	X06161	445815	112542577	112934791	392215	+	0	inside	27	PALM2AKAP2
chr9	112810266	112810274	9	*	X06162	11217	112810878	112934791	123914	+	603	upstream	603	NA
chr9	112810605	112810613	9	*	X06163	11217	112810878	112934791	123914	+	264	upstream	264	NA
chr9	112810620	112810628	9	*	X06164	11217	112810878	112934791	123914	+	249	upstream	249	NA
chr9	113018833	113018842	10	*	X06166	7295	113006092	113018920	12829	-	0	inside	77	TXN
chr9	113018850	113018858	9	*	X06167	7295	113006092	113018920	12829	-	0	inside	61	TXN
chr9	113019707	113019715	9	*	X06168	7295	113006092	113018920	12829	-	786	upstream	786	TXN
chr9	114287465	114287474	10	*	X06172	158399	114287447	114340124	52678	+	0	inside	17	ZNF483
chr9	114362074	114362091	18	*	X06173	22949	114312002	114362135	50134	-	0	inside	43	PTGR1
chr9	114362114	114362125	12	*	X06174	22949	114312002	114362135	50134	-	0	inside	9	PTGR1
chr9	114362136	114362159	24	*	X06175	22949	114312002	114362135	50134	-	0	upstream	0	PTGR1
chr9	114362170	114362183	14	*	X06176	22949	114312002	114362135	50134	-	34	upstream	34	PTGR1
chr9	115248525	115248533	9	*	X06178	158405	115249248	115422706	173459	+	714	upstream	714	KIAA1958
chr9	115248848	115248856	9	*	X06179	158405	115249248	115422706	173459	+	391	upstream	391	KIAA1958
chr9	115248910	115248919	10	*	X06180	158405	115249248	115422706	173459	+	328	upstream	328	KIAA1958
chr9	115480797	115480831	35	*	X06182	58493	115448791	115480387	31597	-	409	upstream	409	INIP
chr9	115512684	115512693	10	*	X06183	401548	115513134	115637267	124134	+	440	upstream	440	SNX30
chr9	115653401	115653409	9	*	X06184	57864	115641200	115653193	11994	-	207	upstream	207	SLC46A2
chr9	115774494	115774502	9	*	X06185	169834	115759400	115774472	15073	-	21	upstream	21	ZNF883
chr9	116916697	116916710	14	*	X06191	85301	116918231	117072975	154745	+	1520	upstream	1520	COL27A1
chr9	116916718	116916726	9	*	X06192	85301	116918231	117072975	154745	+	1504	upstream	1504	COL27A1
chr9	116916760	116916772	13	*	X06193	85301	116918231	117072975	154745	+	1458	upstream	1458	COL27A1
chr9	116916814	116916828	15	*	X06194	85301	116918231	117072975	154745	+	1402	upstream	1402	COL27A1
chr9	116917062	116917074	13	*	X06195	85301	116918231	117072975	154745	+	1156	upstream	1156	COL27A1
chr9	117160550	117160558	9	*	X06196	80709	117096433	117160752	64320	-	0	inside	193	AKNA
chr9	117268391	117268402	12	*	X06197	25861	117164360	117267736	103377	-	654	upstream	654	WHRN
chr9	117373512	117373520	9	*	X06201	203197	117373706	117408703	34998	+	185	upstream	185	TMEM268
chr9	117880329	117880338	10	*	X06202	3371	117781854	117880536	98683	-	0	inside	197	TNC
